"";"word1";"word2";"n"
"36311";"faz";"ha";1
"36312";"faz";"igual";1
"36313";"faz";"ilustracao";1
"36314";"faz";"indicacao";1
"36315";"faz";"justica";1
"36316";"faz";"live";1
"36317";"faz";"manifesto";1
"36318";"faz";"meia";1
"36319";"faz";"milagressssss";1
"36320";"faz";"mostra";1
"36321";"faz";"musica";1
"36322";"faz";"necessario";1
"36323";"faz";"open";1
"36324";"faz";"oq";1
"36325";"faz";"outra";1
"36326";"faz";"palestra";1
"36327";"faz";"pedido";1
"36328";"faz";"piada";1
"36329";"faz";"piff";1
"36330";"faz";"post";1
"36331";"faz";"prestacao";1
"36332";"faz";"producao";1
"36333";"faz";"receber";1
"36334";"faz";"registro";1
"36335";"faz";"resgate";1
"36336";"faz";"rir";1
"36337";"faz";"sozinha";1
"36338";"faz";"tantas";1
"36339";"faz";"textao";1
"36340";"faz";"u";1
"36341";"faz";"ultima";1
"36342";"faz";"umas";1
"36343";"fazem";"3";1
"36344";"fazem";"absolutamente";1
"36345";"fazem";"aliancas";1
"36346";"fazem";"apresentacoes";1
"36347";"fazem";"demagogia";1
"36348";"fazem";"enquetes";1
"36349";"fazem";"exigencias";1
"36350";"fazem";"farinha";1
"36351";"fazem";"merda";1
"36352";"fazem";"nada";1
"36353";"fazem";"sim";1
"36354";"fazem";"twitte";1
"36355";"fazenda";"dizendo";1
"36356";"fazendinha";"execucao";1
"36357";"fazendo";"75";1
"36358";"fazendo";"aldir";1
"36359";"fazendo";"audicoes";1
"36360";"fazendo";"auditoria";1
"36361";"fazendo";"beiju";1
"36362";"fazendo";"bem";1
"36363";"fazendo";"brigas";1
"36364";"fazendo";"c";1
"36365";"fazendo";"car";1
"36366";"fazendo";"carinha";1
"36367";"fazendo";"cena";1
"36368";"fazendo";"ciencias";1
"36369";"fazendo";"clipes";1
"36370";"fazendo";"coro";1
"36371";"fazendo";"danca";1
"36372";"fazendo";"farinha";1
"36373";"fazendo";"feat";1
"36374";"fazendo";"lives";1
"36375";"fazendo";"media";1
"36376";"fazendo";"milagre";1
"36377";"fazendo";"nenhum";1
"36378";"fazendo";"parte";1
"36379";"fazendo";"porra";1
"36380";"fazendo";"pressao";1
"36381";"fazendo";"prova";1
"36382";"fazendo";"retratos";1
"36383";"fazendo";"rifa";1
"36384";"fazendo";"seminario";1
"36385";"fazendo";"sorteio";1
"36386";"fazendo";"stories";1
"36387";"fazendo";"tao";1
"36388";"fazendo";"tcc";1
"36389";"fazendo";"todo";1
"36390";"fazendo";"tudo";1
"36391";"fazendo";"vai";1
"36392";"fazendo";"veja";1
"36393";"fazer";"10";1
"36394";"fazer";"120";1
"36395";"fazer";"18";1
"36396";"fazer";"70";1
"36397";"fazer";"aldir_blanc";1
"36398";"fazer";"algum";1
"36399";"fazer";"alguma";1
"36400";"fazer";"ameacinha";1
"36401";"fazer";"apologia";1
"36402";"fazer";"aqui";1
"36403";"fazer";"bastante";1
"36404";"fazer";"bolsonaro";1
"36405";"fazer";"brilhar";1
"36406";"fazer";"brincos";1
"36407";"fazer";"caridade";1
"36408";"fazer";"cerca";1
"36409";"fazer";"chegar";1
"36410";"fazer";"churrasco";1
"36411";"fazer";"coisa";1
"36412";"fazer";"compras";1
"36413";"fazer";"cultura";1
"36414";"fazer";"cursos";1
"36415";"fazer";"dar";1
"36416";"fazer";"depravacao";1
"36417";"fazer";"difamacao";1
"36418";"fazer";"dizer";1
"36419";"fazer";"doacoes";1
"36420";"fazer";"escarceu";1
"36421";"fazer";"fale";1
"36422";"fazer";"fazer";1
"36423";"fazer";"festinha";1
"36424";"fazer";"filme";1
"36425";"fazer";"grana";1
"36426";"fazer";"igual";1
"36427";"fazer";"intervencoes";1
"36428";"fazer";"inumeros";1
"36429";"fazer";"justica";1
"36430";"fazer";"lei";1
"36431";"fazer";"lindos";1
"36432";"fazer";"mal";1
"36433";"fazer";"mapeamento";1
"36434";"fazer";"meia";1
"36435";"fazer";"melhor";1
"36436";"fazer";"movimentacoes";1
"36437";"fazer";"musica";1
"36438";"fazer";"musical";1
"36439";"fazer";"nenhum";1
"36440";"fazer";"novos";1
"36441";"fazer";"obras";1
"36442";"fazer";"odeio";1
"36443";"fazer";"oposicao";1
"36444";"fazer";"outro";1
"36445";"fazer";"ouvido";1
"36446";"fazer";"peca";1
"36447";"fazer";"pessoal";1
"36448";"fazer";"planos";1
"36449";"fazer";"prestacao";1
"36450";"fazer";"sempre";1
"36451";"fazer";"shows";1
"36452";"fazer";"tik";1
"36453";"fazer";"todes";1
"36454";"fazer";"verbas";1
"36455";"fazer";"votar";1
"36456";"fazer";"voz";1
"36457";"fazerem";"cadastro";1
"36458";"fazerem";"lives";1
"36459";"fazeres";"academicos";1
"36460";"fazescuromaseucanto";"lei";1
"36461";"fazgibi";"laudoferreira";1
"36462";"fazia";"irreverencias";1
"36463";"fazia";"malabares";1
"36464";"fazia";"questao";1
"36465";"fazia";"referencia";1
"36466";"fazia";"rir";1
"36467";"fb";"alexandre";1
"36468";"fb";"tocando";1
"36469";"fc0821";"antiracismo";1
"36470";"fc0821";"batalha";1
"36471";"fc0821";"masterclass";1
"36472";"fc0821";"quemplantamuda";1
"36473";"fc0821";"rap";1
"36474";"fc0821";"trans";1
"36475";"fcardel";"nave1964";1
"36476";"fcblu";"alemanha";1
"36477";"fcc";"cai";1
"36478";"fcc";"divulga";1
"36479";"fcc";"divulgou";1
"36480";"fcc";"finalmente";1
"36481";"fcc";"juntos";1
"36482";"fcc";"santa";1
"36483";"fccda";"googlenews";1
"36484";"fccda";"reabre";1
"36485";"fccoficial";"podera";1
"36486";"fccoficial";"sera";1
"36487";"fccrsjc";"prefeiturasjc";1
"36488";"fcj";"arte";1
"36489";"fcj";"jma";1
"36490";"fcjol";"atraves";1
"36491";"fcjol";"cultura";1
"36492";"fcjol";"inscricoes";1
"36493";"fcjol";"juntamente";1
"36494";"fcjp";"investimento";1
"36495";"fcmc";"lgbt";1
"36496";"fcp";"divulga";1
"36497";"fcp";"divulgou";1
"36498";"fcp";"homologou";1
"36499";"fdefraga";"penso";1
"36500";"fdp";"desconto";1
"36501";"fdp";"faz";1
"36502";"fds";"lembro";1
"36503";"fe";"1";1
"36504";"fe";"cyberfolia";1
"36505";"fe";"descamba";1
"36506";"fe";"evento";1
"36507";"fe";"ribeirinhas";1
"36508";"feachbossils";"tipo";1
"36509";"feat";"mahal";1
"36510";"feat";"nessa";1
"36511";"feat";"sargaco";1
"36512";"featurefilm";"lei";1
"36513";"feburatte";"vai";1
"36514";"fec";"oriundos";1
"36515";"fecam";"reuniu";1
"36516";"fecamepa";"sabe";1
"36517";"fecha";"agora";1
"36518";"fechacao";"narram";1
"36519";"fechacao";"traz";1
"36520";"fechados";"3";1
"36521";"fechados";"devido";1
"36522";"fechados";"nao";1
"36523";"fechados";"profissionais";1
"36524";"fecham";"parceria";1
"36525";"fecham";"tudo";1
"36526";"fechar";"festas";1
"36527";"fechou";"boa";1
"36528";"federacao";"goiana";1
"36529";"federados";"publicarem";1
"36530";"federais";"aprovadas";1
"36531";"federais";"aprovaram";1
"36532";"federais";"atraves";1
"36533";"federais";"baseados";1
"36534";"federais";"devem";1
"36535";"federais";"garantidos";1
"36536";"federais";"goianos";1
"36537";"federais";"obrigada";1
"36538";"federais";"via";1
"36539";"federal";"75";1
"36540";"federal";"airton";1
"36541";"federal";"aldir";1
"36542";"federal";"ampliara";1
"36543";"federal";"apesar";1
"36544";"federal";"apoio";1
"36545";"federal";"atinge";1
"36546";"federal";"auxilioemergencial";1
"36547";"federal";"brisanet";1
"36548";"federal";"cassiaeller";1
"36549";"federal";"controlou";1
"36550";"federal";"curta";1
"36551";"federal";"d";1
"36552";"federal";"daniel";1
"36553";"federal";"dasilvabenedita";1
"36554";"federal";"demorou";1
"36555";"federal";"derrubou";1
"36556";"federal";"destinado";1
"36557";"federal";"devem";1
"36558";"federal";"dificulta";1
"36559";"federal";"dispoe";1
"36560";"federal";"disse";1
"36561";"federal";"edmilson";1
"36562";"federal";"emergencial";1
"36563";"federal";"emite";1
"36564";"federal";"entrega";1
"36565";"federal";"entregue";1
"36566";"federal";"estampado";1
"36567";"federal";"exige";1
"36568";"federal";"fala";1
"36569";"federal";"faz";1
"36570";"federal";"fpc";1
"36571";"federal";"garante";1
"36572";"federal";"gdf";1
"36573";"federal";"gestores";1
"36574";"federal";"gobierno";1
"36575";"federal";"ia";1
"36576";"federal";"investiga";1
"36577";"federal";"jose";1
"36578";"federal";"lancou";1
"36579";"federal";"lets";1
"36580";"federal";"libere";1
"36581";"federal";"mfriasoficial";1
"36582";"federal";"momentos";1
"36583";"federal";"mulhersambista";1
"36584";"federal";"novo";1
"36585";"federal";"olhar65";1
"36586";"federal";"onde";1
"36587";"federal";"oriente";1
"36588";"federal";"orientou";1
"36589";"federal";"oucam";1
"36590";"federal";"parado";1
"36591";"federal";"patria";1
"36592";"federal";"patriaamada";1
"36593";"federal";"paulogustavo";1
"36594";"federal";"pedro";1
"36595";"federal";"pois";1
"36596";"federal";"portanto";1
"36597";"federal";"postergou";1
"36598";"federal";"precisa";1
"36599";"federal";"premiofundacaopedrocalmon";1
"36600";"federal";"projeto";1
"36601";"federal";"prorrogou";1
"36602";"federal";"regulamente";1
"36603";"federal";"reitera";1
"36604";"federal";"repassou";1
"36605";"federal";"retro";1
"36606";"federal";"rj";1
"36607";"federal";"rocksertao";1
"36608";"federal";"samiabomfim";1
"36609";"federal";"secretaria";1
"36610";"federal";"ter";1
"36611";"federal";"trazendo";1
"36612";"federal";"usem";1
"36613";"federal";"utilizados";1
"36614";"federal";"vamos";1
"36615";"federal";"vinha";1
"36616";"federal";"viva";1
"36617";"federal";"vivireispsol";1
"36618";"federal";"vocenojl1";1
"36619";"federal";"vota";1
"36620";"federativo";"aprovada";1
"36621";"federativo";"devera";1
"36622";"fegali";"ganhou";1
"36623";"feghali";"acaba";1
"36624";"feghali";"alessandromolon";1
"36625";"feghali";"alguma";1
"36626";"feghali";"apresentou";1
"36627";"feghali";"aureacarolinax";1
"36628";"feghali";"autora";1
"36629";"feghali";"camaradeputados";1
"36630";"feghali";"continuamos";1
"36631";"feghali";"corre";1
"36632";"feghali";"cronicas";1
"36633";"feghali";"deputada";1
"36634";"feghali";"enquanto";1
"36635";"feghali";"falando";1
"36636";"feghali";"fotografia";1
"36637";"feghali";"fraude";1
"36638";"feghali";"frenteculturasp";1
"36639";"feghali";"julianadalpiva";1
"36640";"feghali";"lulaoficial";1
"36641";"feghali";"miguelnicolelis";1
"36642";"feghali";"ola";1
"36643";"feghali";"relatora";1
"36644";"feghali";"tres";1
"36645";"fegues";"lucianooliveira";1
"36646";"fehpiana";"leoboechat";1
"36647";"feijaozinho";"tudo";1
"36648";"feijoa1";"edital";1
"36649";"feio";"agora";1
"36650";"feio";"pa";1
"36651";"feira";"14";1
"36652";"feira";"afro";1
"36653";"feira";"agora";1
"36654";"feira";"aprovamos";1
"36655";"feira";"camara";1
"36656";"feira";"central";1
"36657";"feira";"criativa";1
"36658";"feira";"cultura";1
"36659";"feira";"divulgou";1
"36660";"feira";"editado";1
"36661";"feira";"faco";1
"36662";"feira";"homenageia";1
"36663";"feira";"lei";1
"36664";"feira";"matuta";1
"36665";"feira";"noise";1
"36666";"feira";"passando";1
"36667";"feira";"perde";1
"36668";"feira";"podera";1
"36669";"feira";"preta";1
"36670";"feira";"prorroga";1
"36671";"feira";"reuniao";1
"36672";"feira";"sonar";1
"36673";"feirantes";"amapaenses";1
"36674";"feiras";"link";1
"36675";"feirenses";"remixadas";1
"36676";"feirinha";"criativa";1
"36677";"feita";"ai";1
"36678";"feita";"exclusivamente";1
"36679";"feita";"individualmente";1
"36680";"feita";"sera";1
"36681";"feitas";"aldir_blanc";1
"36682";"feitas";"apenas";1
"36683";"feito";"100";1
"36684";"feito";"cabaco";1
"36685";"feito";"creme";1
"36686";"feito";"greasepencil";1
"36687";"feito";"ha";1
"36688";"feito";"hoje";1
"36689";"feito";"igual";1
"36690";"feito";"jumenta";1
"36691";"feito";"louco";1
"36692";"feito";"mutirao";1
"36693";"feito";"online";1
"36694";"feito";"paquerar";1
"36695";"feito";"parte";1
"36696";"feito";"raio";1
"36697";"feito";"redondos";1
"36698";"feitor";"qd";1
"36699";"feitor";"versao";1
"36700";"feitos";"dia";1
"36701";"feitos";"sifude";1
"36702";"felicianolana";"somosmarujadadeguerra";1
"36703";"felicidade";"aqui";1
"36704";"felicidade";"lei";1
"36705";"felicidade";"xico";1
"36706";"felipe";"antunes";1
"36707";"felipe";"botelho";1
"36708";"felipe";"cassaniga";1
"36709";"felipe";"guedes";1
"36710";"felipe";"neto";1
"36711";"felipe";"sa";1
"36712";"felipe";"santana";1
"36713";"felipe";"smaldone";1
"36714";"felipe";"tognoli";1
"36715";"felipe";"vi";1
"36716";"felipeaguiard";"oproprioguto";1
"36717";"felipeandreatta";"sim";1
"36718";"felipeccamarao";"jonatancardoso";1
"36719";"felipediogo";"pin";1
"36720";"felipedospneus";"conseguiu";1
"36721";"felipeneto";"cristinabenevi6";1
"36722";"felipeneto";"opiniao";1
"36723";"felipeneto";"profissionais";1
"36724";"felipepedri";"andreporci";1
"36725";"felipepellegri9";"ah";1
"36726";"felipesjc";"henri";1
"36727";"felipolitik";"importante";1
"36728";"felippecardoson";"bom";1
"36729";"felix";"prefacio";1
"36730";"felix";"produziu";1
"36731";"felix";"robatto";1
"36732";"feliz";"2020";1
"36733";"feliz";"agr";1
"36734";"feliz";"anitta";1
"36735";"feliz";"apresentam";1
"36736";"feliz";"coincidencia";1
"36737";"feliz";"demaaaais";1
"36738";"feliz";"demaisssss";1
"36739";"feliz";"dia";1
"36740";"feliz";"dizendo";1
"36741";"feliz";"dnovo";1
"36742";"feliz";"espero";1
"36743";"feliz";"governo";1
"36744";"feliz";"inclusive";1
"36745";"feliz";"krl";1
"36746";"feliz";"lei";1
"36747";"feliz";"nessa";1
"36748";"feliz";"nesses";1
"36749";"feliz";"nesta";1
"36750";"feliz";"noticia";1
"36751";"feliz";"pois";1
"36752";"feliz";"porque";1
"36753";"feliz";"sabe";1
"36754";"felizes";"imagem";1
"36755";"felizmente";"empregada";1
"36756";"felizona";"arrumando";1
"36757";"fellermarcelo";"ha";1
"36758";"fellyndo";"tashaokereke";1
"36759";"feltrin";"musica";1
"36760";"fem";"convoca";1
"36761";"feminart";"apoiado";1
"36762";"feminicidio";"negro";1
"36763";"feminina";"autoral";1
"36764";"feminina";"circo";1
"36765";"feminina";"independente";1
"36766";"feminina";"projeto";1
"36767";"feminina";"saiba";1
"36768";"feminino";"acesse";1
"36769";"feminismo";"feminismonegro";1
"36770";"feminismo";"ideologia";1
"36771";"feminismo";"indigenismo";1
"36772";"feminismo";"marxista";1
"36773";"feminismo";"opa";1
"36774";"feminismo";"sao";1
"36775";"feminista";"dobro";1
"36776";"feminista";"fundeb";1
"36777";"feminista";"linguagem";1
"36778";"feminista";"marxista";1
"36779";"feminista";"ong";1
"36780";"feminista";"preciso";1
"36781";"feminista";"raiz";1
"36782";"feministas";"citam";1
"36783";"feministas";"esquerdistas";1
"36784";"feministas";"etc";1
"36785";"feministas";"ganhando";1
"36786";"feministas";"l6bts";1
"36787";"feministas";"lei";1
"36788";"feministas";"lgbtistas";1
"36789";"feministas";"ministerio";1
"36790";"feministas";"tipo";1
"36791";"fender";"sonoridade";1
"36792";"fenix";"mamanguape";1
"36793";"fenomeno";"chamado";1
"36794";"fenomeno";"ocorre";1
"36795";"fenomeno";"revolucionario";1
"36796";"fenomenos";"cultura";1
"36797";"fenty";"show";1
"36798";"fer";"aquesta";1
"36799";"feras";"apresenta";1
"36800";"fercarlula";"carlagastal";1
"36801";"fere";"principios";1
"36802";"feria";"23";1
"36803";"feriadao";"apareca";1
"36804";"feriado";"imprensado";1
"36805";"feriado";"inteiro";1
"36806";"feriado";"prolongado";1
"36807";"feriado";"termina";1
"36808";"ferias";"estudantis";1
"36809";"ferida";"lei";1
"36810";"ferinha";"ganhando";1
"36811";"fernand01647002";"paulobriguet";1
"36812";"fernanda";"cunha";1
"36813";"fernanda";"lucena";1
"36814";"fernanda";"maia";1
"36815";"fernanda";"melchionna";1
"36816";"fernandapsol";"calcarneiro85";1
"36817";"fernandapsol";"lei";1
"36818";"fernandatozzo";"repblic42839027";1
"36819";"fernandes";"censura";1
"36820";"fernandes";"mia";1
"36821";"fernandes";"salve";1
"36822";"fernandes";"sonaira";1
"36823";"fernando";"assuncao";1
"36824";"fernando";"carlos";1
"36825";"fernando";"collor";1
"36826";"fernando";"frazao";1
"36827";"fernando";"lei";1
"36828";"fernando";"sabino";1
"36829";"fernando";"verissimo";1
"36830";"fernando";"viana";1
"36831";"fernandocabulo3";"fabiofaria";1
"36832";"fernandohelll";"ola";1
"36833";"fernandohelll";"pense";1
"36834";"fernandoholiday";"marceloadnet";1
"36835";"fernandomolica";"leitura";1
"36836";"fernandovdf";"projeto";1
"36837";"feroz";"mobilelunarsonhos";1
"36838";"ferramenta";"exclusiva";1
"36839";"ferramentas";"educativas";1
"36840";"ferramentas";"novas";1
"36841";"ferrari";"concurso";1
"36842";"ferraz";"abre";1
"36843";"ferraz";"estara";1
"36844";"ferrazlauane";"nao";1
"36845";"ferrazopolis";"recebera";1
"36846";"ferreira";"desmente";1
"36847";"ferreira";"estara";1
"36848";"ferreira";"estreia";1
"36849";"ferreira";"faz";1
"36850";"ferreira";"maquiagem";1
"36851";"ferreira";"monologo";1
"36852";"ferreira";"principal";1
"36853";"ferreira";"propoe";1
"36854";"ferreira";"propoem";1
"36855";"ferreira";"realiza";1
"36856";"ferreira";"realizara";1
"36857";"ferreira";"sera";1
"36858";"ferreirense";"valeria";1
"36859";"ferreirense";"vanessa";1
"36860";"ferrell";"kenny";1
"36861";"ferrer";"aldir_blanc";1
"36862";"ferrer";"auxilio";1
"36863";"ferrer";"etc";1
"36864";"ferrer";"juiz";1
"36865";"ferrer";"leis";1
"36866";"ferrer";"mano";1
"36867";"ferro";"comuns";1
"36868";"ferro";"realiza";1
"36869";"ferroviaria";"faz";1
"36870";"ferroviaria";"hoje";1
"36871";"ferrugem";"projeto";1
"36872";"fertil";"ahi";1
"36873";"fervo";"conference";1
"36874";"fervu";"profanu";1
"36875";"fes";"seminarios";1
"36876";"fesq";"2021";1
"36877";"fest";"online";1
"36878";"festa";"ainda";1
"36879";"festa";"at";1
"36880";"festa";"celebra";1
"36881";"festa";"clandestina";1
"36882";"festa";"estreia";1
"36883";"festa";"lgbt";1
"36884";"festa";"linda";1
"36885";"festa";"popular";1
"36886";"festa";"santana";1
"36887";"festa";"shantay";1
"36888";"festa";"surpresa";1
"36889";"festa";"tradicional";1
"36890";"festejado";"aldir_blanc";1
"36891";"festejo";"fluvial";1
"36892";"festejos";"juninos";1
"36893";"festejos";"populares";1
"36894";"festejos";"tradicionais";1
"36895";"festeju";"festival";1
"36896";"festivais";"artisticos";1
"36897";"festivais";"audiovisuais";1
"36898";"festivais";"cultura";1
"36899";"festivais";"danca";1
"36900";"festivais";"faco";1
"36901";"festivais";"independentes";1
"36902";"festivais";"lab";1
"36903";"festivais";"leia";1
"36904";"festivais";"nacionais";1
"36905";"festivais";"participacao";1
"36906";"festivais";"projeto";1
"36907";"festivais";"sao";1
"36908";"festivais";"ter";1
"36909";"festivais";"universitarios";1
"36910";"festivais";"voce";1
"36911";"festival";"5";1
"36912";"festival";"9elementos";1
"36913";"festival";"acontece";1
"36914";"festival";"acontecera";1
"36915";"festival";"afropop";1
"36916";"festival";"ai";1
"36917";"festival";"alagadicas";1
"36918";"festival";"ali";1
"36919";"festival";"amazonico";1
"36920";"festival";"aprovado";1
"36921";"festival";"arte";1
"36922";"festival";"artesintegradas";1
"36923";"festival";"associado";1
"36924";"festival";"br";1
"36925";"festival";"br135";1
"36926";"festival";"chiii";1
"36927";"festival";"cidade";1
"36928";"festival";"circo";1
"36929";"festival";"circuito";1
"36930";"festival";"colaborativo";1
"36931";"festival";"coletivos";1
"36932";"festival";"colora";1
"36933";"festival";"comecou";1
"36934";"festival";"comemora";1
"36935";"festival";"conseguiu";1
"36936";"festival";"contara";1
"36937";"festival";"convidamos";1
"36938";"festival";"cria";1
"36939";"festival";"curta";1
"36940";"festival";"deferido";1
"36941";"festival";"desde";1
"36942";"festival";"doclisboa";1
"36943";"festival";"ecra";1
"36944";"festival";"encontro";1
"36945";"festival";"feira";1
"36946";"festival";"festivalpachamama";1
"36947";"festival";"fluxo";1
"36948";"festival";"folclorico";1
"36949";"festival";"fotografos";1
"36950";"festival";"hercule";1
"36951";"festival";"independente";1
"36952";"festival";"iniciante";1
"36953";"festival";"ixelementos";1
"36954";"festival";"jazz";1
"36955";"festival";"live";1
"36956";"festival";"ma";1
"36957";"festival";"morrostock";1
"36958";"festival";"mpb";1
"36959";"festival";"mulheres";1
"36960";"festival";"multiplicacao";1
"36961";"festival";"musicanasigrejas";1
"36962";"festival";"nacional";1
"36963";"festival";"nasceu";1
